name,city,state
The Wellness Trinity,Henderson,NV
Penrose Academy,Scottsdale,AZ
Men's Wearhouse,Henderson,NV
Blessed Sacrament Roman Catholic Parish,Scottsdale,AZ
Rejuvenate Me Medical Spa,Scottsdale,AZ
LensCrafters,Henderson,NV
Brooksie's Propane,Chandler,AZ
Italian Spoon,Phoenix,AZ
Save Point Video Games,Charlotte,NC
Arizona Lawn King,Phoenix,AZ
Chick-fil-A,Charlotte,NC
Blown Away Hair Salon,Charlotte,NC
Microtel Inn & Suites By Wyndham Charlotte/Northlake,Charlotte,NC
Pinnacle Peak Park,Scottsdale,AZ
Robert Ray Magic,Phoenix,AZ
Dean's Shoe Repair,Charlotte,NC
Budget Inn Phoenix,Phoenix,AZ
Marchand Obgyn,Mesa,AZ
Hard Rock Cafe,Pittsburgh,PA
Sunrise Restaurant,Charlotte,NC
Fitness For10 - Las Vegas,Las Vegas,NV
Blue Water Pool Service,Las Vegas,NV
Dollar Tree,Las Vegas,NV
Seasons Buffet,Las Vegas,NV
Club Fitness,Charlotte,NC
Panera Bread,Charlotte,NC
1st Care Family Medicine,Phoenix,AZ
National Muffler & Auto,Tempe,AZ
Lawrence M Irene & Associates Optometrists,Tempe,AZ
Shiloh Community Church,Phoenix,AZ
"Dr. Pete N. Mellas, DMD",Scottsdale,AZ
Strands Salon,Scottsdale,AZ
Jesse Fortin Hairstylist Colorist Educator LLC,Scottsdale,AZ
SuperPawn,Las Vegas,NV
Viva Las Vegastamps,Las Vegas,NV
Second String Santa,Charlotte,NC
Steele Creek Animal Hospital,Charlotte,NC
Quality Truck,Phoenix,AZ
Wendy's,Henderson,NV
Stride Away Equestrian Center,Pittsburgh,PA
Seabreeze Cafe,Las Vegas,NV
Aureole,Las Vegas,NV
Pinnacle Fencing Solutions,Phoenix,AZ
Troon North Custom Tailor,Scottsdale,AZ
"John DenBoer, PhD",Scottsdale,AZ
Liberty Greens,Scottsdale,AZ
The Arizona Canal,Scottsdale,AZ
Absolute Auto Service,Las Vegas,NV
Zur Kate,Mesa,AZ
Network Alignment & Brakes,Phoenix,AZ
Altessa Apartments,Las Vegas,NV
Veganos Kitchen,Las Vegas,NV
"Desert Foot and Ankle, PC",Mesa,AZ
Subway,Pittsburgh,PA
Shredco Document Destruction,Las Vegas,NV
Ramiro's Mexican Food,Phoenix,AZ
Sabor Latin Street Grill - Steele Creek,Charlotte,NC
American Design Wear,Tempe,AZ
Cigna Medical Group,Phoenix,AZ
Murder and a Meal Dinner Theatre,Scottsdale,AZ
Honest-1 Auto Care,Henderson,NV
Landscapes of LV,Henderson,NV
Judith Tolan Insurance,Las Vegas,NV
C & C Cleaners,Las Vegas,NV
Walsh & Friedman,Las Vegas,NV
"Richard S Teh, MD",Las Vegas,NV
Arizona Equine Medical & Surgical Centre,Gilbert,AZ
You Call We Install Flooring,Charlotte,NC
Focus Climbing Center,Mesa,AZ
Sally Beauty Supply,Charlotte,NC
Regal Cinemas Manor Twin,Charlotte,NC
Envy Nail Spa,Charlotte,NC
Animal Kingdom Veterinary Hospital,Las Vegas,NV
Auto Zone,Phoenix,AZ
"Bradley S Roberts, DDS",Las Vegas,NV
QuikTrip,Phoenix,AZ
Hair by Telicia,Henderson,NV
Solstice Sunglasses,Scottsdale,AZ
Seasons,Pittsburgh,PA
iphixation- AZ Mills,Tempe,AZ
Bene Plates Cafe,Tempe,AZ
MyEyeDr. OD,Charlotte,NC
Copper Canyon,Phoenix,AZ
Hard Rock Live,Las Vegas,NV
Casanova,Las Vegas,NV
Criss Angel Mindfreak LIVE!,Las Vegas,NV
Ebar,Las Vegas,NV
The Cromwell Las Vegas Resort & Casino,Las Vegas,NV
Test America Preview Studios,Las Vegas,NV
Aussie Heat,Las Vegas,NV
INGLOT,Las Vegas,NV
QC Reflexology,Gilbert,AZ
Autozone,Phoenix,AZ
Deer Valley Park,Phoenix,AZ
Henderson Vapor,Henderson,NV
Donnelly Mobile RV Maintenance,Henderson,NV
CitiWide Garage Door,Mesa,AZ
Hubee D's,Charlotte,NC
loanDepot,Henderson,NV
Pt's Pub,Henderson,NV
Social Security,Henderson,NV
Seafood City Supermarket,Henderson,NV
Bold Bodywork,Henderson,NV
Designer Treasure Hunt,Tempe,AZ
The Duct Man of Nevada,Henderson,NV
PURE Eyelash Extensions & Threading,Phoenix,AZ
Hillary Salon,Las Vegas,NV
Spur,Henderson,NV
Coronado Apartments,Tempe,AZ
Costco Wholesale,Charlotte,NC
Treasures 4 Teachers,Tempe,AZ
Southwest Gymnastics Training Center,Tempe,AZ
Floyd's 99 Barbershop,Tempe,AZ
US Post Office,Phoenix,AZ
Jim McCroy Realtor,Phoenix,AZ
Peter Piper Pizza,Las Vegas,NV
Townhome Villas,Las Vegas,NV
Beth Smith Shuey,Charlotte,NC
Dave's Auto Repair,Las Vegas,NV
Vanezza Herrera Salon,Charlotte,NC
Roseman University of Health Sciences,Henderson,NV
North Ranch Animal Hospital,Scottsdale,AZ
Oyster Bar,Henderson,NV
Justin Time Pool Service,Scottsdale,AZ
Nash's Valley Fair Barber Shop,Tempe,AZ
Coach Erin,Phoenix,AZ
Next Level Studio,Tempe,AZ
Sonora Quest Laboratories,Tempe,AZ
Ramen Dozo,Tempe,AZ
Home2 Suites by Hilton Phoenix Chandler,Chandler,AZ
Pizzaria,Las Vegas,NV
Royal Treatment Spa,Las Vegas,NV
Wingstop,Phoenix,AZ
5 O'clock Somewhere Bar,Las Vegas,NV
Mary Jane Falls,Las Vegas,NV
European Paint & Performance,Las Vegas,NV
John Varvatos,Las Vegas,NV
Zales Outlet,Las Vegas,NV
Internal Medicine Specialists,Las Vegas,NV
Boss Glass & Mirror,Las Vegas,NV
Pool Tile Cleaning Las Vegas,Las Vegas,NV
Carl's Donuts,Las Vegas,NV
Via Church,Mesa,AZ
A & P Nurseries & Lawn Mower Shop,Mesa,AZ
The Nail Spot,Mesa,AZ
Andy's Tree Service,Scottsdale,AZ
Levin Furniture,Pittsburgh,PA
Restoration Hardware,Scottsdale,AZ
"Ryan Bybee, DDS",Henderson,NV
Platinum Web Marketing,Henderson,NV
Buffet of Buffets,Las Vegas,NV
Oyster Bay Seafood,Las Vegas,NV
BridalGlamLV,Las Vegas,NV
Panda Express,Las Vegas,NV
Topaz Veterinary Clinic,Tempe,AZ
Spice Restaurant,Phoenix,AZ
Books,Phoenix,AZ
Hunt Family Chiropractic,Phoenix,AZ
Get N Go,Henderson,NV
Original Chicken Tender,Las Vegas,NV
Gonzalez Y Gonzalez Restaurant,Las Vegas,NV
The Otheroom,Las Vegas,NV
Italia Express,Las Vegas,NV
HUMMUS,Henderson,NV
American Junk Solutions,Henderson,NV
Pei Wei,Henderson,NV
Executive Air Conditioning,Las Vegas,NV
Leli Hamilton - TR Realty,Las Vegas,NV
Florida Cafe Cuban Bar & Grill,Las Vegas,NV
Gilbert Food Truck Food Court,Gilbert,AZ
Tutor Time of Phoenix,Phoenix,AZ
D&M Salon Spa,Las Vegas,NV
Bank of America,Phoenix,AZ
Party City,Phoenix,AZ
GetGo,Pittsburgh,PA
LA Fitness,Tempe,AZ
Bodyheat Tanning,Las Vegas,NV
Clear Protection,Scottsdale,AZ
Roc's Jazz Bar,Charlotte,NC
Firehouse Subs,Charlotte,NC
Chick-fil-A,Charlotte,NC
Five Guys,Phoenix,AZ
Law Office Alexander D. Sanchez,Phoenix,AZ
Pest Control Solutions,Gilbert,AZ
Aesthetics Supplies By Bertha,Gilbert,AZ
"Terry Lutz, CPA",Tempe,AZ
Puerto Rico Express,Las Vegas,NV
Color Nails,Las Vegas,NV
Walgreens,Las Vegas,NV
Celebrity Cars Las Vegas,Las Vegas,NV
Lilyful,Las Vegas,NV
GMR Plumbing,Mesa,AZ
Miracle Maintenance,Scottsdale,AZ
Taco Bell,Tempe,AZ
Amaze Leather and Vinyl Restoration,Las Vegas,NV
Dental Design Studio,Gilbert,AZ
Internet Marketing Team,Gilbert,AZ
RMP Construction,Tempe,AZ
Dunkin' Donuts,Tempe,AZ
Mattress Firm South Mountain Village,Phoenix,AZ
Gregory's,Las Vegas,NV
Jabbawockeez,Las Vegas,NV
Jonathan Clark at the Riviera,Las Vegas,NV
Kush Fine Art,Las Vegas,NV
Center Bar,Las Vegas,NV
Hampton Inn Phoenix/Chandler,Chandler,AZ
Vitos Pizza Truck,Charlotte,NC
Pool City,Pittsburgh,PA
Julie's Boutique,Charlotte,NC
Kneader's Bakery,Gilbert,AZ
Aplus Studios,Las Vegas,NV
Cafe Rio,Henderson,NV
Mr Plumber Home Services,Scottsdale,AZ
Club Medspa,Scottsdale,AZ
Sweet Sunshine Nails,Scottsdale,AZ
AAA Raff Mobile Mechanics,Henderson,NV
Downtown Las Vegas Events Center,Las Vegas,NV
Hampton Inn Las Vegas/Summerlin,Las Vegas,NV
Fortune Cookie II,Charlotte,NC
Starbucks,Las Vegas,NV
Daisy Nail,Las Vegas,NV
Events By Juls,Las Vegas,NV
Tempe Veterinary Hospital,Tempe,AZ
Speedway Collision,Las Vegas,NV
On the Arm,Las Vegas,NV
Vesta Coffee Roasters,Las Vegas,NV
USI Mesa Insulation,Mesa,AZ
OrganiCare Garment Care,Phoenix,AZ
Bad Apple,Henderson,NV
Tucker's Tennis,Henderson,NV
Bella Dolce Maltese,Phoenix,AZ
Phantom Fireworks Booth,Henderson,NV
Einstein Bros Bagels,Scottsdale,AZ
Faline's Spa LLC,Scottsdale,AZ
Sport Clips Haircuts of Scottsdale - Shea,Scottsdale,AZ
Montevida Apartments,Phoenix,AZ
Orangutan Home Services,Tempe,AZ
Pho Tempe,Tempe,AZ
Service King Collision Repair of Spring Valley,Las Vegas,NV
New York Nails,Las Vegas,NV
"Singel Marcus J, DPM",Las Vegas,NV
Cavaricci's Salon,Las Vegas,NV
Asia Creamery,Las Vegas,NV
Silver State Assembly,Las Vegas,NV
Verizon Authorized Retailer - GoWireless,Las Vegas,NV
ASAP Bee Removal,Phoenix,AZ
Bikes Of Scottsdale,Scottsdale,AZ
Harbor Freight Tools,Pittsburgh,PA
Rico's Restaurant,Pittsburgh,PA
Tempe Feed,Tempe,AZ
Pete and Mac's Pet Resorts,Gilbert,AZ
Tres Pesos Bar and Grill,Charlotte,NC
ACM Party For A Cause,Las Vegas,NV
Chase Bank,Henderson,NV
Papa John's Pizza,Chandler,AZ
MacLay Real Estate,Chandler,AZ
Motorcycles of Charlotte,Charlotte,NC
OfficeMax,Henderson,NV
The Motorsport Labs,Scottsdale,AZ
Lowe's Home Improvement Warehouse Stores,Charlotte,NC
Food Tours of America - Las Vegas,Las Vegas,NV
NM Café,Las Vegas,NV
Cafe Bellagio,Las Vegas,NV
Paris Spa by Mandara,Las Vegas,NV
Tanner Chiropractic,Scottsdale,AZ
The UPS Store,Pittsburgh,PA
Momentum Real Estate Group,Tempe,AZ
Rochester Inn & Hardwood Grille,Pittsburgh,PA
Purr-Fect Pet Sitting,Henderson,NV
Mr. Liquor,Henderson,NV
Grand Cafe,Henderson,NV
Pressed For Juice,Henderson,NV
La Flama Mexican Food,Phoenix,AZ
Whataburger,Phoenix,AZ
The Good Feet Store,Las Vegas,NV
Silver Valley Pool and Spa Repair,Las Vegas,NV
Banner Urgent Care,Tempe,AZ
Waxing The City,Tempe,AZ
Sin City Yoga,Las Vegas,NV
Allison's Furniture,Tempe,AZ
Slices,Tempe,AZ
Bill's Market,Tempe,AZ
Billy Graham Library,Charlotte,NC
Lion Habitat Ranch,Henderson,NV
The Bizzzy Bee,Charlotte,NC
H&I Automotive,Mesa,AZ
Payless ShoeSource,Las Vegas,NV
Progressive Eyecare - Blue Diamond,Las Vegas,NV
Starbucks,Tempe,AZ
Johnny Dollars,Charlotte,NC
Charlotte City Tennis,Charlotte,NC
St Thomas Aquinas Catholic Church,Charlotte,NC
Partenza on Highland,Phoenix,AZ
KJZZ 91.5 FM,Tempe,AZ
Pilates Sports and Fitness,Tempe,AZ
Lotions & Potions,Tempe,AZ
Arizona Lottery,Tempe,AZ
SNJ Fitness,Scottsdale,AZ
Marymen Cleaning Services,Las Vegas,NV
Designed In Ink,Phoenix,AZ
Sprinkler World,Phoenix,AZ
Caribou Coffee And Einsteins Bros Bagels,Phoenix,AZ
Rentals America,Mesa,AZ
River Mountains Loop Trail,Henderson,NV
Café Presse,Las Vegas,NV
Selberg Electric,Phoenix,AZ
Daily Nails,Phoenix,AZ
Lemmons Dental Associates,Charlotte,NC
WEB Plumbing and Mechanical,Henderson,NV
"Juian Juian Fu, MD",Henderson,NV
Chauncy Insurance,Henderson,NV
Realm Aesthetics By Heather,Henderson,NV
Budget Services,Las Vegas,NV
Solaris Dental Health,Chandler,AZ
Sun Lakes Pest Control,Chandler,AZ
Green Corner Restaurant,Chandler,AZ
The Salvation Army Family Store & Donation Center,Henderson,NV
C & B Plumbing,Henderson,NV
Titan Tattoo,Mesa,AZ
Biltmore Loan,Chandler,AZ
Comfort Inn Chandler - Phoenix South,Chandler,AZ
The K-9 Handler All Breed Certified Dog Training,Henderson,NV
Art Intersection,Gilbert,AZ
Rebel Automotive,Henderson,NV
Walter Harris - American National Insurance,Henderson,NV
World Of Beer,Henderson,NV
Choppers Hair Salon,Scottsdale,AZ
Crystal Creek I,Henderson,NV
Rainbow Feathers Company,Las Vegas,NV
Oxi Fresh Carpet Cleaning,Charlotte,NC
"Copies At Carson, Inc.",Pittsburgh,PA
Pretty Paws Pet Grooming,Las Vegas,NV
Target,Phoenix,AZ
Ceva Freight Management,Tempe,AZ
CPR Savers & First Aid Supply,Scottsdale,AZ
US Electronics TV Repair,Las Vegas,NV
Fitness 1,Phoenix,AZ
Bella Vita Boutique Spa,Las Vegas,NV
Yu Tian Xia Hot Pot,Mesa,AZ
South Mountain Mortuary,Phoenix,AZ
Glass Doctor of Phoenix,Tempe,AZ
Barrett Dining Hall,Tempe,AZ
Harvest of Tempe,Tempe,AZ
CrossFit Back on the Bar,Scottsdale,AZ
Foster Mechanical,Phoenix,AZ
Steelcoast Creative,Pittsburgh,PA
Culinary Workers Union  Local No 226,Las Vegas,NV
College of Southern Nevada,Henderson,NV
The Grand Canal Shoppes,Las Vegas,NV
Pandora Showcase,Las Vegas,NV
Strip Liquor,Las Vegas,NV
Romaine Empire,Las Vegas,NV
Breitling Boutique,Las Vegas,NV
North Hills Auto Mall,Pittsburgh,PA
lululemon athletica,Pittsburgh,PA
Midtown General & Cosmetic Dentistry,Charlotte,NC
NALA Medspa,Phoenix,AZ
Tails A Waggin,Henderson,NV
Okra,Charlotte,NC
Chicago Gyros,Phoenix,AZ
Up & Away Landscaping,Phoenix,AZ
Stay Fresh Pool Care,Gilbert,AZ
Pointe Vista,Phoenix,AZ
Elaine Kessler Photography,Gilbert,AZ
The Art House Gilbert,Gilbert,AZ
Farmers Insurance - Kaylene Meyer,Scottsdale,AZ
Re-New Cabinets,Chandler,AZ
Farr Eyecare Group,Chandler,AZ
Paradise Biryani Pointe,Chandler,AZ
City Art Works,Charlotte,NC
T-Mobile,Henderson,NV
Arby's,Henderson,NV
Watson Flower Shops,Gilbert,AZ
Global Bikes,Gilbert,AZ
Grace Style and Bridal,Gilbert,AZ
"Yevgeniy Khavkin, MD",Las Vegas,NV
Desert Foothills Scenic Drive,Scottsdale,AZ
Kathi Jo Skin Care,Scottsdale,AZ
"Steve Purtell, DDS",Scottsdale,AZ
Ohana Kenpo Karate,Henderson,NV
Ambassador Fine Cigars,Phoenix,AZ
Men's Hair by Allison at Level Ten Salon,Henderson,NV
Every Single Bean,Phoenix,AZ
Arizona Retreaders ACC,Phoenix,AZ
Cactus Mechanical,Phoenix,AZ
Jack In The Box,Phoenix,AZ
Charlotte OB/GYN,Charlotte,NC
Hikari,Las Vegas,NV
Church's Chicken,Las Vegas,NV
Sonic Drive-In,Las Vegas,NV
Food Medicine Life,Pittsburgh,PA
Liberty Beer,Pittsburgh,PA
Victoria's Secret,Las Vegas,NV
Mellow Mushroom,Charlotte,NC
Mission Springs Apartments,Scottsdale,AZ
Hale Letti L DDS,Henderson,NV
Community Holistic Health Clinics,Tempe,AZ
Pacific Water Conditioning Service,Phoenix,AZ
Big Wa Chinese,Tempe,AZ
O'Reilly Auto Parts,Henderson,NV
Bodyheat Tanning,Henderson,NV
Black Rock Coffee,Chandler,AZ
Hair Designs By Kelly,Gilbert,AZ
Evening Call,Las Vegas,NV
Subway,Las Vegas,NV
Pinnacle Amusements,Charlotte,NC
Subway,Charlotte,NC
Battery Systems Of Las Vegas,Las Vegas,NV
Mondays Dark With Mark Shunock,Las Vegas,NV
Crawling Squid Tattoo Studio,Phoenix,AZ
Arizona Differential,Phoenix,AZ
Kelly's Kawasaki,Mesa,AZ
Aqua Safe USA,Mesa,AZ
Wink studio South Park,Charlotte,NC
Peoples Mortgage,Scottsdale,AZ
McClintock Fountains Farmers Market,Tempe,AZ
Kaiser Tile,Tempe,AZ
Smoke Alert Home Fire Safety,Charlotte,NC
Knife & Fork,Charlotte,NC
"Loren North, clothing stylist & personal shopper",Phoenix,AZ
Denny & Boulton,Phoenix,AZ
Las Tres Potrancas,Phoenix,AZ
Southwest Home Tenders,Chandler,AZ
California Nails,Pittsburgh,PA
King's Hometown Grille,Pittsburgh,PA
Air-Care Air Duct Cleaning,Las Vegas,NV
Bank of America,Phoenix,AZ
Rebublic West Home,Las Vegas,NV
Party USA,Las Vegas,NV
Onyx Bar & Lounge,Scottsdale,AZ
Metro Montebello/19th Ave,Phoenix,AZ
"Wladislaw Fedoriw, MD - Arizona Back Pain Institute",Chandler,AZ
Lovesac,Chandler,AZ
Springbok Wellness and Rehab,Gilbert,AZ
Farrell Mechanical,Gilbert,AZ
Salcianu Elite Academy of Gymnastics,Henderson,NV
Las Vegas Pest Control,Henderson,NV
Scottsdale Cab Company,Scottsdale,AZ
Nevada State Bank,Henderson,NV
The UPS Store,Las Vegas,NV
David Frank Salon,Scottsdale,AZ
R Burgers,Las Vegas,NV
Clear Way Plumbing,Phoenix,AZ
Soul Food Cafe Express,Las Vegas,NV
Venue at the Grove,Phoenix,AZ
Ready to Nosh Food Tours,Phoenix,AZ
Cesar Chavez Park,Phoenix,AZ
Ed The Hotdogger,Phoenix,AZ
All-Star Pediatrics,Gilbert,AZ
Geno's Giant Slice,Mesa,AZ
Vegan Meals by Mindy,Las Vegas,NV
Pink Pepper Asian Fusion,Mesa,AZ
"John D Holmes, MD",Mesa,AZ
Enterprise Car Sales,Charlotte,NC
American Plumbing and Rooter,Chandler,AZ
Perfect Focus Eyecare,Chandler,AZ
Lundgren Chiropractic,Chandler,AZ
Pillar Communities,Scottsdale,AZ
Arizona Childproofers,Scottsdale,AZ
Helena's Creative Sewing,Scottsdale,AZ
Tomato Pie Cafe,Pittsburgh,PA
Sugar Factory,Las Vegas,NV
Elie Tahari,Las Vegas,NV
Las Vegas Strip Urgent Care,Las Vegas,NV
Ben & Jerry's,Charlotte,NC
Edible Arrangements,Charlotte,NC
Sparkling Clean Maid,Charlotte,NC
Tempe Acupuncture Center,Tempe,AZ
"Frederick W. Meissner, PLLC",Phoenix,AZ
"Hyson Morton I, MD PC",Las Vegas,NV
Malishka's Nails,Henderson,NV
Health South,Henderson,NV
Ship-Rite,Phoenix,AZ
Honeyman AC,Phoenix,AZ
Db David Banks Landscape,Mesa,AZ
AHS  Floor Care,Mesa,AZ
Orange Door Custom Painting,Phoenix,AZ
Brake Masters,Phoenix,AZ
United Nations Ammo Company,Phoenix,AZ
Turn It To Cash,Gilbert,AZ
"It's All About You, Bodywork by Michele",Gilbert,AZ
Hustler Hollywood,Las Vegas,NV
Toros Cantina & Gaming,Las Vegas,NV
One Nevada Credit Union,Las Vegas,NV
Archadeck of Charlotte,Charlotte,NC
Petco,Charlotte,NC
Gangnam BBQ,Mesa,AZ
Build-a-Bear Workshop,Las Vegas,NV
Escalante Senior Center,Tempe,AZ
Dairy Queen Grill & Chill,Phoenix,AZ
AZ Elite Surgeons,Gilbert,AZ
Sacred Ruin Massage,Tempe,AZ
VCA Northview Veterinary Specialty Services,Pittsburgh,PA
Creative Kids of Las Vegas,Las Vegas,NV
coin-less laundry,Phoenix,AZ
Crisis Assistance Ministry,Charlotte,NC
Green Solution Maintenance Service LLC,Charlotte,NC
Pro's Nails,Mesa,AZ
Starbucks,Scottsdale,AZ
Charlotte Emergency Dental Clinic,Charlotte,NC
Just Ducky Tours,Pittsburgh,PA
BigD Metal Works,Henderson,NV
Aldi,Charlotte,NC
National Car and Truck Sales,Las Vegas,NV
Sushi Queen,Charlotte,NC
Del Taco,Henderson,NV
The URGE Salon,Scottsdale,AZ
M & M Auto Glass,Mesa,AZ
SanTan Collision,Mesa,AZ
Desert Ridge Eye Consultants,Phoenix,AZ
Landmark Smiles of Scottsdale,Scottsdale,AZ
Walmart Pharmacy,Henderson,NV
Olive Garden Italian Restaurant,Scottsdale,AZ
Taco Bell,Henderson,NV
Black Canyon Conference Center,Phoenix,AZ
Cinnabon,Tempe,AZ
Happy Tails,Phoenix,AZ
Lyft,Charlotte,NC
"Steven C Garhardt, DDS",Las Vegas,NV
Cookin On Wood,Phoenix,AZ
Metro Pizza,Las Vegas,NV
Hair-it-age,Tempe,AZ
Britax Child Safety,Charlotte,NC
MotoPhoto Greenway,Scottsdale,AZ
Andrade Law,Henderson,NV
Dollar Tree,Las Vegas,NV
24 Hour Smoke Shop & Gold Rush,Las Vegas,NV
Rainbow's End Natural Foods,Las Vegas,NV
Flamingo Las Vegas Hotel & Casino,Las Vegas,NV
Ed Hardy by Christian Audigier,Las Vegas,NV
Mister Balloon Co,Las Vegas,NV
Jardin,Las Vegas,NV
Zorba's Gyros,Pittsburgh,PA
Images Bar,Pittsburgh,PA
Wiener World,Pittsburgh,PA
Justine Miller Photography,Mesa,AZ
Manuel's Mexican Restaurant & Cantina - Tempe,Tempe,AZ
Verizon,Phoenix,AZ
Planet Fitness - Tempe West,Tempe,AZ
Ashley Nails & Spa,Phoenix,AZ
Radiant Smiles,Henderson,NV
Code Central,Henderson,NV
"Gregg C Hendrickson, DDS -  Comprehensive Dental Care",Henderson,NV
Door Tech Garage Doors,Phoenix,AZ
Westgate Flamingo Bay Resort,Las Vegas,NV
Renaissance Villas,Las Vegas,NV
Vons,Las Vegas,NV
ZonaPrint,Chandler,AZ
Ford & Friedman,Henderson,NV
Best Carpet Solution,Charlotte,NC
Ready Dental,Henderson,NV
Goshin Karate and Judo Academy,Scottsdale,AZ
Las Vegas Zen Dog,Las Vegas,NV
Veil Pavilion,Las Vegas,NV
Yama Sushi House,Phoenix,AZ
Saleyla,Las Vegas,NV
PLS Check Cashers,Mesa,AZ
Grandes Cortes Apts,Tempe,AZ
ASU Planetarium,Tempe,AZ
Tri City Automotive Repair,Tempe,AZ
Pro Tan USA,Scottsdale,AZ
Andrea Leslie Weddings & Events,Scottsdale,AZ
Empire Garage Doors,Scottsdale,AZ
"Four Seasons Mechanical, LLC",Tempe,AZ
All About Moving,Charlotte,NC
BSJ Plumbing And Appliance Installs,Gilbert,AZ
Soul Cafe,Scottsdale,AZ
Wright Marlene Np,Gilbert,AZ
Jake Fulkerson - State Farm Insurance Agent,Charlotte,NC
Showtime Sports Cards,Tempe,AZ
Elite Rooter Phoenix,Tempe,AZ
Charlie's Hair I Am,Tempe,AZ
Beverly Hills Car Wash,Phoenix,AZ
Eye Smoke Shop,Phoenix,AZ
Hoop City,Las Vegas,NV
TruFusion Blue Diamond,Las Vegas,NV
HNS Garage Doors,Las Vegas,NV
Scooby-Do's Grooming,Tempe,AZ
Chicken King,Charlotte,NC
McDonald's,Chandler,AZ
Milan Spa and Nails,Charlotte,NC
European Car Specialist,Phoenix,AZ
Charlotte Russe,Charlotte,NC
McDonald's,Charlotte,NC
Machine Guns Vegas,Las Vegas,NV
Mental Magic Hypnosis,Phoenix,AZ
Dignity Health - St. Rose Dominican - Blue Diamond Campus,Las Vegas,NV
Master-Tech Professional Cleaning,Gilbert,AZ
Madison Avenue Salon & Day Spa,Gilbert,AZ
Caretaker Landscape and Tree Management,Gilbert,AZ
Better Homes Cabinets & Granite Llc,Phoenix,AZ
SKOOT,Phoenix,AZ
Quiessence At The Farm,Phoenix,AZ
America Donuts,Las Vegas,NV
Fountains of Bellagio,Las Vegas,NV
Stack Restaurant & Bar,Las Vegas,NV
TAO Nightclub,Las Vegas,NV
Ninety Degrees at Paradise Ridge Apartments,Phoenix,AZ
Lex Bergan Photography,Henderson,NV
Las Vegas Lock and Key,Las Vegas,NV
Cobra Kai Jiu-Jitsu,Las Vegas,NV
Dale Earnhard's Intimidator,Charlotte,SC
DUI Doctor,Las Vegas,NV
USA Hockey Store,Las Vegas,NV
Subway,Henderson,NV
Paradise Juice,Phoenix,AZ
Cellular Doctor,Charlotte,NC
Rose Nails,Charlotte,NC
Right Choice Auto,Phoenix,AZ
"Mecklenburg Eye Associates, PA",Charlotte,NC
Salon Blissful,Mesa,AZ
Gubler Dental,Henderson,NV
The People's Market at Dilworth,Charlotte,NC
Henderson Properties,Charlotte,NC
Cravin' Cake Bakery,Las Vegas,NV
Crystal Clear Renovations,Phoenix,AZ
PuraTea Water,Phoenix,AZ
Sparrow + Wolf,Las Vegas,NV
Circle K,Phoenix,AZ
Walgreens,Las Vegas,NV
Mansion Dining Room,Las Vegas,NV
Black Tap,Las Vegas,NV
Filiberto's Mexican Food,Phoenix,AZ
First Comes Health Massage,Phoenix,AZ
Retina Consultants of Nevada,Henderson,NV
Vegas Vacuum and Sewing,Las Vegas,NV
Henderson Convention Center,Henderson,NV
Thai Foot Massage,Mesa,AZ
Interstate All Battery Center,Mesa,AZ
"Tikva Butler, APRN",Las Vegas,NV
The Home Depot,Scottsdale,AZ
"Adler Gary A, MD",Scottsdale,AZ
Sierra Charlie Aviation,Scottsdale,AZ
"Linda I Sodoma, DO - Life Care for Women",Gilbert,AZ
Agua Fria National Monument,Phoenix,AZ
Apache Stone,Phoenix,AZ
Justin's Pool Service and Repair,Gilbert,AZ
Harmon Solar,Phoenix,AZ
AFC Physical Medicine & Chiropractic Centers - Phoenix,Phoenix,AZ
Sabino Salon on the Lake,Scottsdale,AZ
Big O Tire Stores,Phoenix,AZ
Berkshire Hathaway Home Services,Las Vegas,NV
Sunoco Mini Market,Pittsburgh,PA
MVR Auto Services,Las Vegas,NV
TADCO POOLSERVICES,Tempe,AZ
Fitness Cut,Tempe,AZ
Sunset Station,Henderson,NV
Firehouse Subs,Tempe,AZ
Dunkin Donuts,Tempe,AZ
Olympic Hardwood Flooring,Phoenix,AZ
La Pita Bar & Grill,Tempe,AZ
Sunbelt Rentals ,Tempe,AZ
Sprint Store by PG Wireless,Tempe,AZ
Total Body Physical Therapy,Tempe,AZ
El Burro,Pittsburgh,PA
SuperStar Pet Services,Las Vegas,NV
U Dirty Dog,Mesa,AZ
MedExpress - Bloomfield,Pittsburgh,PA
Proactive Chiropractic and Rehab Center,Charlotte,NC
Milano's Pizza & Pasta,Charlotte,NC
McCarran International Airport Terminal 1 - B,Las Vegas,NV
Amy With Sublime Hair,Mesa,AZ
Lee Eyecare Center,Mesa,AZ
Sidelines Sports Bar & Billiards,Charlotte,NC
Fabian's Removal & Hauling Services,Phoenix,AZ
Exhibit Experts,Phoenix,AZ
Vegas Carpet Warehouse,Henderson,NV
Arizona Bone & Joint Specialists,Scottsdale,AZ
Steak 'n Shake,Las Vegas,NV
Sunglass Hut International,Tempe,AZ
Tempe Park Place Apartments,Tempe,AZ
Richardson Funeral Home,Tempe,AZ
Travelers Bed & Breakfast,Las Vegas,NV
A Wedding Chapel,Las Vegas,NV
The Living Room,Chandler,AZ
Carebear Preschool,Chandler,AZ
Stripper 101,Las Vegas,NV
Australia's Thunder From Down Under,Las Vegas,NV
A Plus Plumbing Services,Chandler,AZ
Banana Republic,Las Vegas,NV
